"","date","births","wday","year","month","day","day_of_year","day_of_week"
"2038",1974-07-31,9591,"Wed",1974,7,31,213,3
"2039",1974-08-01,9707,"Thurs",1974,8,1,214,4
"2040",1974-08-02,9636,"Fri",1974,8,2,215,5
"2041",1974-08-03,8470,"Sat",1974,8,3,216,6
"2042",1974-08-04,7813,"Sun",1974,8,4,217,7
"2043",1974-08-05,9124,"Mon",1974,8,5,218,1
"2044",1974-08-06,9967,"Tues",1974,8,6,219,2
"2045",1974-08-07,9616,"Wed",1974,8,7,220,3
"2046",1974-08-08,9550,"Thurs",1974,8,8,221,4
"2047",1974-08-09,9696,"Fri",1974,8,9,222,5
"2048",1974-08-10,8431,"Sat",1974,8,10,223,6
"2049",1974-08-11,7724,"Sun",1974,8,11,224,7
"2050",1974-08-12,9643,"Mon",1974,8,12,225,1
"2051",1974-08-13,10213,"Tues",1974,8,13,226,2
"2052",1974-08-14,9586,"Wed",1974,8,14,227,3
"2053",1974-08-15,9825,"Thurs",1974,8,15,228,4
"2054",1974-08-16,9835,"Fri",1974,8,16,229,5
"2055",1974-08-17,8556,"Sat",1974,8,17,230,6
"2056",1974-08-18,8073,"Sun",1974,8,18,231,7
"2057",1974-08-19,9582,"Mon",1974,8,19,232,1
"2058",1974-08-20,10153,"Tues",1974,8,20,233,2
"2059",1974-08-21,9711,"Wed",1974,8,21,234,3
"2060",1974-08-22,9335,"Thurs",1974,8,22,235,4
"2061",1974-08-23,9795,"Fri",1974,8,23,236,5
"2062",1974-08-24,8486,"Sat",1974,8,24,237,6
"2063",1974-08-25,7854,"Sun",1974,8,25,238,7
"2064",1974-08-26,9556,"Mon",1974,8,26,239,1
"2065",1974-08-27,10075,"Tues",1974,8,27,240,2
"2066",1974-08-28,9599,"Wed",1974,8,28,241,3
"2067",1974-08-29,9544,"Thurs",1974,8,29,242,4
"2068",1974-08-30,9780,"Fri",1974,8,30,243,5
"2069",1974-08-31,8537,"Sat",1974,8,31,244,6
"2070",1974-09-01,7909,"Sun",1974,9,1,245,7
"2071",1974-09-02,7969,"Mon",1974,9,2,246,1
"2072",1974-09-03,9471,"Tues",1974,9,3,247,2
"2073",1974-09-04,9980,"Wed",1974,9,4,248,3
"2074",1974-09-05,9581,"Thurs",1974,9,5,249,4
"2075",1974-09-06,9727,"Fri",1974,9,6,250,5
"2076",1974-09-07,8550,"Sat",1974,9,7,251,6
"2077",1974-09-08,7889,"Sun",1974,9,8,252,7
"2078",1974-09-09,9796,"Mon",1974,9,9,253,1
"2079",1974-09-10,10074,"Tues",1974,9,10,254,2
"2080",1974-09-11,9797,"Wed",1974,9,11,255,3
"2081",1974-09-12,9832,"Thurs",1974,9,12,256,4
"2082",1974-09-13,9868,"Fri",1974,9,13,257,5
"2083",1974-09-14,8869,"Sat",1974,9,14,258,6
"2084",1974-09-15,8266,"Sun",1974,9,15,259,7
"2085",1974-09-16,10050,"Mon",1974,9,16,260,1
"2086",1974-09-17,10275,"Tues",1974,9,17,261,2
"2087",1974-09-18,10033,"Wed",1974,9,18,262,3
"2088",1974-09-19,9982,"Thurs",1974,9,19,263,4
"2089",1974-09-20,10324,"Fri",1974,9,20,264,5
"2090",1974-09-21,9004,"Sat",1974,9,21,265,6
"2091",1974-09-22,8622,"Sun",1974,9,22,266,7
"2092",1974-09-23,10137,"Mon",1974,9,23,267,1
"2093",1974-09-24,10375,"Tues",1974,9,24,268,2
"2094",1974-09-25,10043,"Wed",1974,9,25,269,3
"2095",1974-09-26,10129,"Thurs",1974,9,26,270,4
"2096",1974-09-27,10288,"Fri",1974,9,27,271,5
"2097",1974-09-28,9243,"Sat",1974,9,28,272,6
"2098",1974-09-29,8585,"Sun",1974,9,29,273,7
"2099",1974-09-30,9975,"Mon",1974,9,30,274,1
"2100",1974-10-01,10264,"Tues",1974,10,1,275,2
"2101",1974-10-02,9895,"Wed",1974,10,2,276,3
"2102",1974-10-03,9767,"Thurs",1974,10,3,277,4
"2103",1974-10-04,9842,"Fri",1974,10,4,278,5
"2104",1974-10-05,8693,"Sat",1974,10,5,279,6
"2105",1974-10-06,8092,"Sun",1974,10,6,280,7
"2106",1974-10-07,9756,"Mon",1974,10,7,281,1
"2107",1974-10-08,9808,"Tues",1974,10,8,282,2
"2108",1974-10-09,9505,"Wed",1974,10,9,283,3
"2109",1974-10-10,9695,"Thurs",1974,10,10,284,4
"2110",1974-10-11,9717,"Fri",1974,10,11,285,5
"2111",1974-10-12,8335,"Sat",1974,10,12,286,6
"2112",1974-10-13,7767,"Sun",1974,10,13,287,7
"2113",1974-10-14,9205,"Mon",1974,10,14,288,1
"2114",1974-10-15,9572,"Tues",1974,10,15,289,2
"2115",1974-10-16,9211,"Wed",1974,10,16,290,3
"2116",1974-10-17,9311,"Thurs",1974,10,17,291,4
"2117",1974-10-18,9453,"Fri",1974,10,18,292,5
"2118",1974-10-19,8186,"Sat",1974,10,19,293,6
"2119",1974-10-20,7472,"Sun",1974,10,20,294,7
"2120",1974-10-21,9013,"Mon",1974,10,21,295,1
"2121",1974-10-22,9327,"Tues",1974,10,22,296,2
"2122",1974-10-23,8965,"Wed",1974,10,23,297,3
"2123",1974-10-24,8792,"Thurs",1974,10,24,298,4
"2124",1974-10-25,9199,"Fri",1974,10,25,299,5
"2125",1974-10-26,8274,"Sat",1974,10,26,300,6
"2126",1974-10-27,7880,"Sun",1974,10,27,301,7
"2127",1974-10-28,8874,"Mon",1974,10,28,302,1
"2128",1974-10-29,9355,"Tues",1974,10,29,303,2
"2129",1974-10-30,9127,"Wed",1974,10,30,304,3
"2130",1974-10-31,8913,"Thurs",1974,10,31,305,4
"2131",1974-11-01,9198,"Fri",1974,11,1,306,5
"2132",1974-11-02,8055,"Sat",1974,11,2,307,6
"2133",1974-11-03,7567,"Sun",1974,11,3,308,7
"2134",1974-11-04,8974,"Mon",1974,11,4,309,1
"2135",1974-11-05,9500,"Tues",1974,11,5,310,2
"2136",1974-11-06,9051,"Wed",1974,11,6,311,3
"2137",1974-11-07,8819,"Thurs",1974,11,7,312,4
"2138",1974-11-08,8975,"Fri",1974,11,8,313,5
"2139",1974-11-09,7806,"Sat",1974,11,9,314,6
"2140",1974-11-10,7519,"Sun",1974,11,10,315,7
"2141",1974-11-11,9223,"Mon",1974,11,11,316,1
"2142",1974-11-12,9274,"Tues",1974,11,12,317,2
"2143",1974-11-13,8913,"Wed",1974,11,13,318,3
"2144",1974-11-14,9061,"Thurs",1974,11,14,319,4
"2145",1974-11-15,9241,"Fri",1974,11,15,320,5
"2146",1974-11-16,7804,"Sat",1974,11,16,321,6
"2147",1974-11-17,7471,"Sun",1974,11,17,322,7
"2148",1974-11-18,9217,"Mon",1974,11,18,323,1
"2149",1974-11-19,9427,"Tues",1974,11,19,324,2
"2150",1974-11-20,9234,"Wed",1974,11,20,325,3
"2151",1974-11-21,9035,"Thurs",1974,11,21,326,4
"2152",1974-11-22,9076,"Fri",1974,11,22,327,5
"2153",1974-11-23,8103,"Sat",1974,11,23,328,6
"2154",1974-11-24,7545,"Sun",1974,11,24,329,7
"2155",1974-11-25,8838,"Mon",1974,11,25,330,1
"2156",1974-11-26,9488,"Tues",1974,11,26,331,2
"2157",1974-11-27,9047,"Wed",1974,11,27,332,3
"2158",1974-11-28,7294,"Thurs",1974,11,28,333,4
"2159",1974-11-29,8424,"Fri",1974,11,29,334,5
"2160",1974-11-30,7727,"Sat",1974,11,30,335,6
"2161",1974-12-01,7569,"Sun",1974,12,1,336,7
"2162",1974-12-02,9259,"Mon",1974,12,2,337,1
"2163",1974-12-03,9539,"Tues",1974,12,3,338,2
"2164",1974-12-04,9072,"Wed",1974,12,4,339,3
"2165",1974-12-05,8935,"Thurs",1974,12,5,340,4
"2166",1974-12-06,9043,"Fri",1974,12,6,341,5
"2167",1974-12-07,7969,"Sat",1974,12,7,342,6
"2168",1974-12-08,7668,"Sun",1974,12,8,343,7
"2169",1974-12-09,8970,"Mon",1974,12,9,344,1
"2170",1974-12-10,9212,"Tues",1974,12,10,345,2
"2171",1974-12-11,9043,"Wed",1974,12,11,346,3
"2172",1974-12-12,9045,"Thurs",1974,12,12,347,4
"2173",1974-12-13,8751,"Fri",1974,12,13,348,5
"2174",1974-12-14,7845,"Sat",1974,12,14,349,6
"2175",1974-12-15,7505,"Sun",1974,12,15,350,7
"2176",1974-12-16,9188,"Mon",1974,12,16,351,1
"2177",1974-12-17,9640,"Tues",1974,12,17,352,2
"2178",1974-12-18,9403,"Wed",1974,12,18,353,3
"2179",1974-12-19,9344,"Thurs",1974,12,19,354,4
"2180",1974-12-20,9453,"Fri",1974,12,20,355,5
"2181",1974-12-21,7840,"Sat",1974,12,21,356,6
"2182",1974-12-22,7077,"Sun",1974,12,22,357,7
"2183",1974-12-23,8086,"Mon",1974,12,23,358,1
"2184",1974-12-24,7538,"Tues",1974,12,24,359,2
"2185",1974-12-25,6820,"Wed",1974,12,25,360,3
"2186",1974-12-26,8463,"Thurs",1974,12,26,361,4
"2187",1974-12-27,9603,"Fri",1974,12,27,362,5
"2188",1974-12-28,8224,"Sat",1974,12,28,363,6
"2189",1974-12-29,7383,"Sun",1974,12,29,364,7
"2190",1974-12-30,9641,"Mon",1974,12,30,365,1
"2191",1974-12-31,9637,"Tues",1974,12,31,366,2
"2192",1975-01-01,7028,"Wed",1975,1,1,1,3
"2193",1975-01-02,7873,"Thurs",1975,1,2,2,4
"2194",1975-01-03,8425,"Fri",1975,1,3,3,5
"2195",1975-01-04,7670,"Sat",1975,1,4,4,6
"2196",1975-01-05,7250,"Sun",1975,1,5,5,7
"2197",1975-01-06,8426,"Mon",1975,1,6,6,1
"2198",1975-01-07,8792,"Tues",1975,1,7,7,2
"2199",1975-01-08,8416,"Wed",1975,1,8,8,3
"2200",1975-01-09,8461,"Thurs",1975,1,9,9,4
"2201",1975-01-10,8852,"Fri",1975,1,10,10,5
"2202",1975-01-11,7928,"Sat",1975,1,11,11,6
"2203",1975-01-12,7240,"Sun",1975,1,12,12,7
"2204",1975-01-13,8619,"Mon",1975,1,13,13,1
"2205",1975-01-14,9188,"Tues",1975,1,14,14,2
"2206",1975-01-15,8893,"Wed",1975,1,15,15,3
"2207",1975-01-16,8636,"Thurs",1975,1,16,16,4
"2208",1975-01-17,9012,"Fri",1975,1,17,17,5
"2209",1975-01-18,7876,"Sat",1975,1,18,18,6
"2210",1975-01-19,7448,"Sun",1975,1,19,19,7
"2211",1975-01-20,8902,"Mon",1975,1,20,20,1
"2212",1975-01-21,9102,"Tues",1975,1,21,21,2
"2213",1975-01-22,8558,"Wed",1975,1,22,22,3
"2214",1975-01-23,8747,"Thurs",1975,1,23,23,4
"2215",1975-01-24,8771,"Fri",1975,1,24,24,5
"2216",1975-01-25,8077,"Sat",1975,1,25,25,6
"2217",1975-01-26,7708,"Sun",1975,1,26,26,7
"2218",1975-01-27,8783,"Mon",1975,1,27,27,1
"2219",1975-01-28,9149,"Tues",1975,1,28,28,2
"2220",1975-01-29,8900,"Wed",1975,1,29,29,3
"2221",1975-01-30,8617,"Thurs",1975,1,30,30,4
"2222",1975-01-31,8677,"Fri",1975,1,31,31,5
"2223",1975-02-01,7699,"Sat",1975,2,1,32,6
"2224",1975-02-02,7316,"Sun",1975,2,2,33,7
"2225",1975-02-03,8881,"Mon",1975,2,3,34,1
"2226",1975-02-04,9093,"Tues",1975,2,4,35,2
"2227",1975-02-05,8829,"Wed",1975,2,5,36,3
"2228",1975-02-06,8425,"Thurs",1975,2,6,37,4
"2229",1975-02-07,8969,"Fri",1975,2,7,38,5
"2230",1975-02-08,7852,"Sat",1975,2,8,39,6
"2231",1975-02-09,7564,"Sun",1975,2,9,40,7
"2232",1975-02-10,8733,"Mon",1975,2,10,41,1
"2233",1975-02-11,9126,"Tues",1975,2,11,42,2
"2234",1975-02-12,8948,"Wed",1975,2,12,43,3
"2235",1975-02-13,8762,"Thurs",1975,2,13,44,4
"2236",1975-02-14,9219,"Fri",1975,2,14,45,5
"2237",1975-02-15,7997,"Sat",1975,2,15,46,6
"2238",1975-02-16,7545,"Sun",1975,2,16,47,7
"2239",1975-02-17,8373,"Mon",1975,2,17,48,1
"2240",1975-02-18,9232,"Tues",1975,2,18,49,2
"2241",1975-02-19,8796,"Wed",1975,2,19,50,3
"2242",1975-02-20,8984,"Thurs",1975,2,20,51,4
"2243",1975-02-21,8919,"Fri",1975,2,21,52,5
"2244",1975-02-22,7917,"Sat",1975,2,22,53,6
"2245",1975-02-23,7277,"Sun",1975,2,23,54,7
"2246",1975-02-24,8854,"Mon",1975,2,24,55,1
"2247",1975-02-25,9150,"Tues",1975,2,25,56,2
"2248",1975-02-26,8820,"Wed",1975,2,26,57,3
"2249",1975-02-27,8541,"Thurs",1975,2,27,58,4
"2250",1975-02-28,8974,"Fri",1975,2,28,59,5
"2251",1975-03-01,7921,"Sat",1975,3,1,61,6
"2252",1975-03-02,7387,"Sun",1975,3,2,62,7
"2253",1975-03-03,8963,"Mon",1975,3,3,63,1
"2254",1975-03-04,9037,"Tues",1975,3,4,64,2
"2255",1975-03-05,8854,"Wed",1975,3,5,65,3
"2256",1975-03-06,8840,"Thurs",1975,3,6,66,4
"2257",1975-03-07,9055,"Fri",1975,3,7,67,5
"2258",1975-03-08,7804,"Sat",1975,3,8,68,6
"2259",1975-03-09,7146,"Sun",1975,3,9,69,7
"2260",1975-03-10,8568,"Mon",1975,3,10,70,1
"2261",1975-03-11,9239,"Tues",1975,3,11,71,2
"2262",1975-03-12,8933,"Wed",1975,3,12,72,3
"2263",1975-03-13,8610,"Thurs",1975,3,13,73,4
"2264",1975-03-14,9098,"Fri",1975,3,14,74,5
"2265",1975-03-15,7591,"Sat",1975,3,15,75,6
"2266",1975-03-16,7235,"Sun",1975,3,16,76,7
"2267",1975-03-17,9000,"Mon",1975,3,17,77,1
"2268",1975-03-18,9090,"Tues",1975,3,18,78,2
"2269",1975-03-19,8867,"Wed",1975,3,19,79,3
"2270",1975-03-20,8926,"Thurs",1975,3,20,80,4
"2271",1975-03-21,9072,"Fri",1975,3,21,81,5
"2272",1975-03-22,8038,"Sat",1975,3,22,82,6
"2273",1975-03-23,7522,"Sun",1975,3,23,83,7
"2274",1975-03-24,8784,"Mon",1975,3,24,84,1
"2275",1975-03-25,9206,"Tues",1975,3,25,85,2
"2276",1975-03-26,8912,"Wed",1975,3,26,86,3
"2277",1975-03-27,8553,"Thurs",1975,3,27,87,4
"2278",1975-03-28,8799,"Fri",1975,3,28,88,5
"2279",1975-03-29,7630,"Sat",1975,3,29,89,6
"2280",1975-03-30,7171,"Sun",1975,3,30,90,7
"2281",1975-03-31,8522,"Mon",1975,3,31,91,1
"2282",1975-04-01,8871,"Tues",1975,4,1,92,2
"2283",1975-04-02,8770,"Wed",1975,4,2,93,3
"2284",1975-04-03,8901,"Thurs",1975,4,3,94,4
"2285",1975-04-04,8616,"Fri",1975,4,4,95,5
"2286",1975-04-05,7581,"Sat",1975,4,5,96,6
"2287",1975-04-06,7162,"Sun",1975,4,6,97,7
"2288",1975-04-07,8501,"Mon",1975,4,7,98,1
"2289",1975-04-08,9120,"Tues",1975,4,8,99,2
"2290",1975-04-09,8823,"Wed",1975,4,9,100,3
"2291",1975-04-10,8577,"Thurs",1975,4,10,101,4
"2292",1975-04-11,8931,"Fri",1975,4,11,102,5
"2293",1975-04-12,7550,"Sat",1975,4,12,103,6
"2294",1975-04-13,7002,"Sun",1975,4,13,104,7
"2295",1975-04-14,8450,"Mon",1975,4,14,105,1
"2296",1975-04-15,9114,"Tues",1975,4,15,106,2
"2297",1975-04-16,8676,"Wed",1975,4,16,107,3
"2298",1975-04-17,8536,"Thurs",1975,4,17,108,4
"2299",1975-04-18,9131,"Fri",1975,4,18,109,5
"2300",1975-04-19,7614,"Sat",1975,4,19,110,6
"2301",1975-04-20,7029,"Sun",1975,4,20,111,7
"2302",1975-04-21,8448,"Mon",1975,4,21,112,1
"2303",1975-04-22,8944,"Tues",1975,4,22,113,2
"2304",1975-04-23,8511,"Wed",1975,4,23,114,3
"2305",1975-04-24,8526,"Thurs",1975,4,24,115,4
"2306",1975-04-25,8855,"Fri",1975,4,25,116,5
"2307",1975-04-26,7637,"Sat",1975,4,26,117,6
"2308",1975-04-27,7162,"Sun",1975,4,27,118,7
"2309",1975-04-28,8749,"Mon",1975,4,28,119,1
"2310",1975-04-29,9251,"Tues",1975,4,29,120,2
"2311",1975-04-30,8661,"Wed",1975,4,30,121,3
"2312",1975-05-01,8654,"Thurs",1975,5,1,122,4
"2313",1975-05-02,8671,"Fri",1975,5,2,123,5
"2314",1975-05-03,7579,"Sat",1975,5,3,124,6
"2315",1975-05-04,7196,"Sun",1975,5,4,125,7
"2316",1975-05-05,8517,"Mon",1975,5,5,126,1
"2317",1975-05-06,8961,"Tues",1975,5,6,127,2
"2318",1975-05-07,8467,"Wed",1975,5,7,128,3
"2319",1975-05-08,8551,"Thurs",1975,5,8,129,4
"2320",1975-05-09,8861,"Fri",1975,5,9,130,5
"2321",1975-05-10,7468,"Sat",1975,5,10,131,6
"2322",1975-05-11,7228,"Sun",1975,5,11,132,7
"2323",1975-05-12,9038,"Mon",1975,5,12,133,1
"2324",1975-05-13,9247,"Tues",1975,5,13,134,2
"2325",1975-05-14,8905,"Wed",1975,5,14,135,3
"2326",1975-05-15,8834,"Thurs",1975,5,15,136,4
"2327",1975-05-16,8918,"Fri",1975,5,16,137,5
"2328",1975-05-17,8009,"Sat",1975,5,17,138,6
"2329",1975-05-18,7269,"Sun",1975,5,18,139,7
"2330",1975-05-19,8828,"Mon",1975,5,19,140,1
"2331",1975-05-20,9554,"Tues",1975,5,20,141,2
"2332",1975-05-21,9043,"Wed",1975,5,21,142,3
"2333",1975-05-22,9120,"Thurs",1975,5,22,143,4
"2334",1975-05-23,9133,"Fri",1975,5,23,144,5
"2335",1975-05-24,7806,"Sat",1975,5,24,145,6
"2336",1975-05-25,7512,"Sun",1975,5,25,146,7
"2337",1975-05-26,7532,"Mon",1975,5,26,147,1
"2338",1975-05-27,8792,"Tues",1975,5,27,148,2
"2339",1975-05-28,8912,"Wed",1975,5,28,149,3
"2340",1975-05-29,8982,"Thurs",1975,5,29,150,4
"2341",1975-05-30,9000,"Fri",1975,5,30,151,5
"2342",1975-05-31,7619,"Sat",1975,5,31,152,6
"2343",1975-06-01,7244,"Sun",1975,6,1,153,7
"2344",1975-06-02,8555,"Mon",1975,6,2,154,1
"2345",1975-06-03,8996,"Tues",1975,6,3,155,2
"2346",1975-06-04,8742,"Wed",1975,6,4,156,3
"2347",1975-06-05,8783,"Thurs",1975,6,5,157,4
"2348",1975-06-06,9112,"Fri",1975,6,6,158,5
"2349",1975-06-07,7642,"Sat",1975,6,7,159,6
"2350",1975-06-08,7149,"Sun",1975,6,8,160,7
"2351",1975-06-09,8623,"Mon",1975,6,9,161,1
"2352",1975-06-10,8997,"Tues",1975,6,10,162,2
"2353",1975-06-11,8844,"Wed",1975,6,11,163,3
"2354",1975-06-12,8954,"Thurs",1975,6,12,164,4
"2355",1975-06-13,8763,"Fri",1975,6,13,165,5
"2356",1975-06-14,7991,"Sat",1975,6,14,166,6
"2357",1975-06-15,7271,"Sun",1975,6,15,167,7
"2358",1975-06-16,8681,"Mon",1975,6,16,168,1
"2359",1975-06-17,9212,"Tues",1975,6,17,169,2
"2360",1975-06-18,9050,"Wed",1975,6,18,170,3
"2361",1975-06-19,9115,"Thurs",1975,6,19,171,4
"2362",1975-06-20,9039,"Fri",1975,6,20,172,5
"2363",1975-06-21,7959,"Sat",1975,6,21,173,6
"2364",1975-06-22,7413,"Sun",1975,6,22,174,7
"2365",1975-06-23,9159,"Mon",1975,6,23,175,1
"2366",1975-06-24,9400,"Tues",1975,6,24,176,2
"2367",1975-06-25,9114,"Wed",1975,6,25,177,3
"2368",1975-06-26,9024,"Thurs",1975,6,26,178,4
"2369",1975-06-27,8955,"Fri",1975,6,27,179,5
"2370",1975-06-28,8129,"Sat",1975,6,28,180,6
"2371",1975-06-29,7413,"Sun",1975,6,29,181,7
"2372",1975-06-30,9051,"Mon",1975,6,30,182,1
"2373",1975-07-01,9512,"Tues",1975,7,1,183,2
"2374",1975-07-02,9340,"Wed",1975,7,2,184,3
"2375",1975-07-03,9393,"Thurs",1975,7,3,185,4
"2376",1975-07-04,7917,"Fri",1975,7,4,186,5
"2377",1975-07-05,7988,"Sat",1975,7,5,187,6
"2378",1975-07-06,7714,"Sun",1975,7,6,188,7
"2379",1975-07-07,9474,"Mon",1975,7,7,189,1
"2380",1975-07-08,10078,"Tues",1975,7,8,190,2
"2381",1975-07-09,9417,"Wed",1975,7,9,191,3
"2382",1975-07-10,9224,"Thurs",1975,7,10,192,4
"2383",1975-07-11,9451,"Fri",1975,7,11,193,5
"2384",1975-07-12,7853,"Sat",1975,7,12,194,6
"2385",1975-07-13,7399,"Sun",1975,7,13,195,7
"2386",1975-07-14,9295,"Mon",1975,7,14,196,1
"2387",1975-07-15,9624,"Tues",1975,7,15,197,2
"2388",1975-07-16,9370,"Wed",1975,7,16,198,3
"2389",1975-07-17,9486,"Thurs",1975,7,17,199,4
"2390",1975-07-18,9468,"Fri",1975,7,18,200,5
"2391",1975-07-19,8370,"Sat",1975,7,19,201,6
"2392",1975-07-20,7815,"Sun",1975,7,20,202,7
"2393",1975-07-21,9519,"Mon",1975,7,21,203,1
"2394",1975-07-22,9965,"Tues",1975,7,22,204,2
"2395",1975-07-23,9751,"Wed",1975,7,23,205,3
"2396",1975-07-24,9498,"Thurs",1975,7,24,206,4
"2397",1975-07-25,9495,"Fri",1975,7,25,207,5
"2398",1975-07-26,8132,"Sat",1975,7,26,208,6
"2399",1975-07-27,7952,"Sun",1975,7,27,209,7
"2400",1975-07-28,9373,"Mon",1975,7,28,210,1
"2401",1975-07-29,9872,"Tues",1975,7,29,211,2
"2402",1975-07-30,9389,"Wed",1975,7,30,212,3
"2403",1975-07-31,9460,"Thurs",1975,7,31,213,4
"2404",1975-08-01,9708,"Fri",1975,8,1,214,5
"2405",1975-08-02,8578,"Sat",1975,8,2,215,6
"2406",1975-08-03,8075,"Sun",1975,8,3,216,7
"2407",1975-08-04,9590,"Mon",1975,8,4,217,1
"2408",1975-08-05,9617,"Tues",1975,8,5,218,2
"2409",1975-08-06,9653,"Wed",1975,8,6,219,3
"2410",1975-08-07,9266,"Thurs",1975,8,7,220,4
"2411",1975-08-08,9253,"Fri",1975,8,8,221,5
"2412",1975-08-09,8016,"Sat",1975,8,9,222,6
"2413",1975-08-10,7686,"Sun",1975,8,10,223,7
"2414",1975-08-11,9395,"Mon",1975,8,11,224,1
"2415",1975-08-12,9824,"Tues",1975,8,12,225,2
"2416",1975-08-13,9493,"Wed",1975,8,13,226,3
"2417",1975-08-14,9568,"Thurs",1975,8,14,227,4
"2418",1975-08-15,9643,"Fri",1975,8,15,228,5
"2419",1975-08-16,8505,"Sat",1975,8,16,229,6
"2420",1975-08-17,8045,"Sun",1975,8,17,230,7
"2421",1975-08-18,9115,"Mon",1975,8,18,231,1
"2422",1975-08-19,9524,"Tues",1975,8,19,232,2
"2423",1975-08-20,9480,"Wed",1975,8,20,233,3
"2424",1975-08-21,9278,"Thurs",1975,8,21,234,4
"2425",1975-08-22,9443,"Fri",1975,8,22,235,5
"2426",1975-08-23,8365,"Sat",1975,8,23,236,6
"2427",1975-08-24,7982,"Sun",1975,8,24,237,7
"2428",1975-08-25,9414,"Mon",1975,8,25,238,1
"2429",1975-08-26,9907,"Tues",1975,8,26,239,2
"2430",1975-08-27,9457,"Wed",1975,8,27,240,3
"2431",1975-08-28,9371,"Thurs",1975,8,28,241,4
"2432",1975-08-29,9587,"Fri",1975,8,29,242,5
"2433",1975-08-30,8281,"Sat",1975,8,30,243,6
"2434",1975-08-31,7660,"Sun",1975,8,31,244,7
"2435",1975-09-01,7804,"Mon",1975,9,1,245,1
"2436",1975-09-02,9425,"Tues",1975,9,2,246,2
"2437",1975-09-03,9529,"Wed",1975,9,3,247,3
"2438",1975-09-04,9313,"Thurs",1975,9,4,248,4
"2439",1975-09-05,9525,"Fri",1975,9,5,249,5
"2440",1975-09-06,8466,"Sat",1975,9,6,250,6
"2441",1975-09-07,7982,"Sun",1975,9,7,251,7
"2442",1975-09-08,9253,"Mon",1975,9,8,252,1
"2443",1975-09-09,9662,"Tues",1975,9,9,253,2
"2444",1975-09-10,9265,"Wed",1975,9,10,254,3
"2445",1975-09-11,9342,"Thurs",1975,9,11,255,4
"2446",1975-09-12,10013,"Fri",1975,9,12,256,5
"2447",1975-09-13,8310,"Sat",1975,9,13,257,6
"2448",1975-09-14,7745,"Sun",1975,9,14,258,7
"2449",1975-09-15,9382,"Mon",1975,9,15,259,1
"2450",1975-09-16,9813,"Tues",1975,9,16,260,2
"2451",1975-09-17,9591,"Wed",1975,9,17,261,3
"2452",1975-09-18,9743,"Thurs",1975,9,18,262,4
"2453",1975-09-19,9910,"Fri",1975,9,19,263,5
"2454",1975-09-20,8541,"Sat",1975,9,20,264,6
"2455",1975-09-21,8217,"Sun",1975,9,21,265,7
"2456",1975-09-22,9570,"Mon",1975,9,22,266,1
"2457",1975-09-23,9933,"Tues",1975,9,23,267,2
"2458",1975-09-24,9579,"Wed",1975,9,24,268,3
"2459",1975-09-25,9430,"Thurs",1975,9,25,269,4
"2460",1975-09-26,9579,"Fri",1975,9,26,270,5
"2461",1975-09-27,8632,"Sat",1975,9,27,271,6
"2462",1975-09-28,7971,"Sun",1975,9,28,272,7
"2463",1975-09-29,9396,"Mon",1975,9,29,273,1
"2464",1975-09-30,9665,"Tues",1975,9,30,274,2
"2465",1975-10-01,9732,"Wed",1975,10,1,275,3
"2466",1975-10-02,9435,"Thurs",1975,10,2,276,4
"2467",1975-10-03,9286,"Fri",1975,10,3,277,5
"2468",1975-10-04,8310,"Sat",1975,10,4,278,6
"2469",1975-10-05,7965,"Sun",1975,10,5,279,7
"2470",1975-10-06,9181,"Mon",1975,10,6,280,1
"2471",1975-10-07,9464,"Tues",1975,10,7,281,2
"2472",1975-10-08,9252,"Wed",1975,10,8,282,3
"2473",1975-10-09,9229,"Thurs",1975,10,9,283,4
"2474",1975-10-10,9212,"Fri",1975,10,10,284,5
"2475",1975-10-11,7985,"Sat",1975,10,11,285,6
"2476",1975-10-12,7601,"Sun",1975,10,12,286,7
"2477",1975-10-13,8897,"Mon",1975,10,13,287,1
"2478",1975-10-14,9209,"Tues",1975,10,14,288,2
"2479",1975-10-15,9234,"Wed",1975,10,15,289,3
"2480",1975-10-16,8725,"Thurs",1975,10,16,290,4
"2481",1975-10-17,8983,"Fri",1975,10,17,291,5
"2482",1975-10-18,7719,"Sat",1975,10,18,292,6
"2483",1975-10-19,7334,"Sun",1975,10,19,293,7
"2484",1975-10-20,8604,"Mon",1975,10,20,294,1
"2485",1975-10-21,8919,"Tues",1975,10,21,295,2
"2486",1975-10-22,8572,"Wed",1975,10,22,296,3
"2487",1975-10-23,8633,"Thurs",1975,10,23,297,4
"2488",1975-10-24,8886,"Fri",1975,10,24,298,5
"2489",1975-10-25,7697,"Sat",1975,10,25,299,6
"2490",1975-10-26,7442,"Sun",1975,10,26,300,7
"2491",1975-10-27,8597,"Mon",1975,10,27,301,1
"2492",1975-10-28,8761,"Tues",1975,10,28,302,2
"2493",1975-10-29,8713,"Wed",1975,10,29,303,3
"2494",1975-10-30,8527,"Thurs",1975,10,30,304,4
"2495",1975-10-31,8548,"Fri",1975,10,31,305,5
"2496",1975-11-01,7716,"Sat",1975,11,1,306,6
"2497",1975-11-02,7222,"Sun",1975,11,2,307,7
"2498",1975-11-03,8811,"Mon",1975,11,3,308,1
"2499",1975-11-04,9002,"Tues",1975,11,4,309,2
"2500",1975-11-05,8614,"Wed",1975,11,5,310,3
