"API_WellNo","County","CoName","Hole","SideTrck","Completion","Well_Typ","Field","Wl_Status","Well_Nm","town","Prod Form","MonthProd","GasProd","WaterProd","OilProd","Year"
"31013052700000","Chautauqua","Libra Petroleum Company","05270","00","00","OD","Busti","AC","L.Crandall 4","Busti","Glade","12","2","1","2","2015"
"31121170470000","Wyoming","Lenape Resources, Inc.","17047","00","00","GD","Leicester","AC","Halma 107","Perry","Medina","9","335","0","0","2015"
"31013150030000","Chautauqua","Empire Energy E&P LLC","15003","00","00","GD","Lakeshore","AC","Brightman,J 3","Chautauqua","Medina","10","149","3","0","2015"
"31003060530000","Allegany","Klein Oil & Logging","06053","00","00","OD","Beech Hill-Independence","AC","Austin-Bayard 22","Independence","Fulmer Valley","12","1","2","12","2015"
"31003699270000","Allegany","Ashe Oil Company","69927","00","00","OD","Richburg","IN","Central 48     ","Scio","Richburg","1","0","3","0","2015"
"31099194700000","Seneca","Minard Run Oil Co.","19470","00","00","GD","Fayette-Waterloo","AC","Lerch 1 (4085)","Varick","Queenston","12","2871","0","0","2015"
"31003235350000","Allegany","Otis Eastern Service, Inc.","23535","00","00","OD","Andover","AC","Hess, J 3     ","Andover","Fulmer Valley","12","771","17","51","2015"
"31009666150000","Cattaraugus","Mark T. Kellner Oil Co.","66615","00","00","OD","Bradford","AC","Kellner 323","Olean","Bradford Third","6","1","0","9","2015"
"31123231360101","Yates","Minard Run Oil Co.","23136","01","01","GE","South Penn Yan","SI","Zimmerman 1-B (624008)     ","Milo","Queenston","0","0","0","0","2015"
"31003560980000","Allegany","Simon of Bolivar Enterprises, Inc.","56098","00","00","OD","Richburg","AC","Bliss OL 1     ","Genesee","Richburg","12","0","591","59","2015"
"31013145530000","Chautauqua","Empire Energy E&P LLC","14553","00","00","GD","Lakeshore","AC","Zachary 590","Westfield","Medina","12","1043","45","0","2015"
"31101216480000","Steuben","Nathan Petroleum Corp.","21648","00","00","OD","Beech Hill-Independence","AC","Edwards 2","West Union","Fulmer Valley","12","91","3","24","2015"
"31009113830000","Cattaraugus","McCracken Oil & Gas, LLC","11383","00","00","OD","Bradford","IN","Clark No 010","Carrollton","Chipmunk","0","0","0","0","2015"
"31013145440000","Chautauqua","Empire Energy E&P LLC","14544","00","00","GD","Lakeshore","AC","Dudley 562","Chautauqua","Medina","12","793","43","0","2015"
"31037029310000","Genesee","GFS Energy, Inc.","02931","00","00","GD","Alden-Lancaster","PI","Peterson","Pembroke","Medina","12","517","0","0","2015"
"31003282220000","Allegany","SK Enterprises","28222","00","00","OD","Richburg","AC","Lot 88 10     ","Alma","Richburg","6","0","18","44","2015"
"31003680200000","Allegany","Sturdevant, Walter B.","68020","00","00","OD","Richburg","NR","J&R Oil Lot 8 125","Bolivar","Richburg","0","0","0","0","2015"
"31003657250000","Allegany","Pine Oil Co.","65725","00","00","IW","Richburg","IN","Pine Oil 138","Genesee","Richburg","0","0","0","0","2015"
"31009255010000","Cattaraugus","Pan Energy Company, Inc.","25501","00","00","GD","Lakeshore","AC","David 3     ","Dayton","Medina","4","1096","0","0","2015"
"31029604660000","Erie","4360 Walden Avenue, LLC","60466","00","00","GD","Alden-Lancaster","AC","Long 1","Lancaster","Medina","5","1","0","0","2015"
"31011048690000","Cayuga","Johncin Recreation, Inc.","04869","00","00","GW","Auburn","SI","Fee 1","Owasco","Onondaga","0","0","0","0","2015"
"31013088730000","Chautauqua","Eagle Oil Field Supply, Inc. d/b/a Eagle S & T","08873","00","00","OD","Busti","AC","Anderson 10","Busti","Glade","10","0","1","2","2015"
"31003253410001","Allegany","U S Energy Development Corp.","25341","00","01","OD","Fulmer Valley","AC","Otis Eastern 16     ","Andover","Penny & Fulmer Valley","3","75","6","8","2015"
"31003607360000","Allegany","Richardson Petroleum Corp.","60736","00","00","OD","Beech Hill-Independence","AC","Potter(Br) 10","Independence","Fulmer Valley","12","201","7","6","2015"
"31003605470000","Allegany","Simon of Bolivar Enterprises, Inc.","60547","00","00","OD","Richburg","AC","Bliss OL 15     ","Genesee","Richburg","12","0","591","59","2015"
"31013176530000","Chautauqua","EnerVest Operating, LLC","17653","00","00","GD","Lakeshore","AC","Derry E 1","Carroll","Medina","12","3900","0","0","2015"
"31003558210000","Allegany","Hungerford Oil Partners","55821","00","00","OD","Clarksville","IN","kingsbury 10     ","Clarksville","Richburg","0","0","0","0","2015"
"31003667140000","Allegany","Clark, Ralph","66714","00","00","OD","Richburg","IN","Clark 4","Genesee","Richburg","0","0","0","0","2015"
"31097238370000","Schuyler","Talisman Energy USA Inc.","23837","00","00","GD","Howland Hill","PI","Calabro T2     ","Orange","Marcellus","0","0","0","0","2015"
"31003623780000","Allegany","Simon of Bolivar Enterprises, Inc.","62378","00","00","OD","Richburg","AC","Cowles 14","Bolivar","Richburg","12","0","29","3","2015"
"31037158980000","Genesee","United States Gypsum Co.","15898","00","00","GD","Huron Creek","AC","Konfederath 1","Darien","Medina","12","1428","13","0","2015"
"31009131290000","Cattaraugus","Case Brothers Inc.","13129","00","00","OD","Bradford","AC","Chipchop No 027","Carrollton","Chipmunk & Bradford 2nd","12","0","10","26","2015"
"31013127730000","Chautauqua","Empire Energy E&P LLC","12773","00","00","GD","Lakeshore","AC","Connelly,J 1","Westfield","Medina","12","1393","0","0","2015"
"31013169550000","Chautauqua","Empire Energy E&P LLC","16955","00","00","GD","Lakeshore","AC","Patchen, H 1","French Creek","Medina","1","6","0","0","2015"
"31013179580000","Chautauqua","Empire Energy E&P LLC","17958","00","00","GD","Lakeshore","AC","Stanton, W 1","Poland","Medina","12","1155","0","0","2015"
"31009240290000","Cattaraugus","U S Energy Development Corp.","24029","00","00","GD","Lakeshore","AC","Dabolt Unit 1     ","Perrysburg","Medina","9","3133","57","0","2015"
"31051173770000","Livingston","Lenape Resources, Inc.","17377","00","00","GW","Uhley Corners-Caledonia","AC","Hill 168","York","Medina","3","7","0","0","2015"
"31003675040000","Allegany","Sturdevant, Walter B.","67504","00","00","OD","Richburg","NR","Sloan w4","Bolivar","Richburg","0","0","0","0","2015"
"31009256690000","Cattaraugus","McCracken Oil & Gas, LLC","25669","00","00","OD","Bradford","AC","Day 2     ","Allegany","Chipmunk, Bradford 2nd & 3rd","12","0","355","141","2015"
"31051138410000","Livingston","Big Tree, LLC","13841","00","00","GD","Silver Lake","IN","Page 1","Leicester","Medina","1","15","0","0","2015"
"31101213950000","Steuben","Plants and Goodwin, Inc.","21395","00","00","OD","Beech Hill-Independence","AC","Allen 9","West Union","Fulmer Valley","12","0","20","19","2015"
"31015238140000","Chemung","Talisman Energy USA Inc.","23814","00","00","GW","Darling Creek","AC","Stoscheck 1     ","Van Etten","Black River","12","114912","441","0","2015"
"31029627810000","Erie","Town of Aurora","62781","00","00","GD","East Aurora","AC","Major 1","Aurora","Medina","12","1357","1","0","2015"
"31003607500000","Allegany","Choudhury Oil & Gas Mining Corp","60750","00","00","OD","Richburg","AC","Wightman 1","Wirt","Richburg","5","0","3","4","2015"
"31003678740000","Allegany","Sturdevant, Walter B.","67874","00","00","OD","Richburg","NR","J&R Oil Lot 8 1","Bolivar","Richburg","0","0","0","0","2015"
"31121171870000","Wyoming","United States Gypsum Co.","17187","00","00","GD","Tozier's Corners","AC","Perl, P. 1","Sheldon","Akron","12","1089","5","0","2015"
"31037161830000","Genesee","Symbol Oil Corp.","16183","00","00","GD","Alden-Lancaster","AC","Herec 1","Pembroke","Medina","12","1144","0","0","2015"
"31013184000000","Chautauqua","Wengerd, Noah A.","18400","00","00","GD","Lakeshore","AC","Croscut 2","Sherman","Medina","12","1","1","0","2015"
"31009684930000","Cattaraugus","Armstrong Gas Company, LLC","68493","00","00","OD","Bradford","AC","Enright & Barry 4","Carrollton","Bradford","12","0","75","31","2015"
"31009142060000","Cattaraugus","Hemlock Oil & Gas Co., Inc.","14206","00","00","OD","Chipmunk","NR","Innis Lot 23 119","Carrollton","Chipmunk","0","0","0","0","2015"
"31003192570000","Allegany","SK Enterprises","19257","00","00","OD","Andover","AC","Warfield 1","Andover","Fulmer Valley","6","0","0","22","2015"
"31009242120000","Cattaraugus","SWEPI LP","24212","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 3-108     ","Allegany","Bradford & Chipmunk","12","708","38","190","2015"
"31013222760000","Chautauqua","Seneca Resources Corporation","22276","00","00","GD","Lakeshore","AC","Prince, J 7339","Ellery","Medina","12","9783","0","0","2015"
"31029247740000","Erie","U S Energy Development Corp.","24774","00","00","GD","North Collins","AC","Schneider 1     ","Collins","Medina","6","749","40","0","2015"
"31009655460000","Cattaraugus","Hitchcock, Terry L.","65546","00","00","OD","Four Mile","AC","Hitchcock 1","Allegany","Bradford Third","12","1","0","0","2015"
"31029201340000","Erie","Stedman Energy, Inc.","20134","00","00","GD","Brant-Eden","IN","Hagen 1","Evans","Medina","12","1","0","0","2015"
"31013218570000","Chautauqua","Seneca Resources Corporation","21857","00","00","GD","Lakeshore","AC","Hoover 1 7008","Busti","Medina","12","427","0","0","2015"
"31013122500000","Chautauqua","Decker, James K. & Tiffany J.","12250","00","00","OD","Busti","AC","Tellinghuisen 9","Busti","Glade","12","1","0","1","2015"
"31013156550000","Chautauqua","U S Energy Development Corp.","15655","00","00","GD","Lakeshore","AC","Tri Val 3","Arkwright","Medina","12","159","0","0","2015"
"31003146030000","Allegany","Plants and Goodwin, Inc.","14603","00","00","OD","Beech Hill-Independence","AC","Grantier 4     ","Independence","Fulmer Valley","12","406","14","18","2015"
"31013252980000","Chautauqua","K. Petroleum, Inc.","25298","00","00","GD","Lakeshore","IN","Reheiser 2     ","Ellery","Grimsby","0","0","0","0","2015"
"31009113970000","Cattaraugus","Alma Gas, Inc.","11397","00","00","OD","Olean","AC","Torrey 1","Olean","Chipmunk","12","160","0","0","2015"
"31121219000000","Wyoming","Lenape Resources, Inc.","21900","00","00","GW","Cascade Brook","IN","Leaton, G 1","Covington","Theresa","0","0","0","0","2015"
"31003679990000","Allegany","Sturdevant, Walter B.","67999","00","00","OD","Richburg","NR","J&R Oil Lot 8 96     ","Bolivar","Richburg","0","0","0","0","2015"
"31003669720000","Allegany","Hess, Jay E.","66972","00","00","GD","Beech Hill-Independence","AC","S. A. Crandall 1","Independence","Fulmer Valley","12","1","0","0","2015"
"31009240370000","Cattaraugus","SWEPI LP","24037","00","00","OD","Chipmunk","AC","Rumsey Devonian Sec 10 Lot 3-26     ","Allegany","Bradford & Chipmunk","12","708","38","190","2015"
"31009241940000","Cattaraugus","SWEPI LP","24194","00","00","OD","Bradford","AC","Rumsey Devonian Sec 14 Lot 1-79     ","Allegany","Bradford & Chipmunk","12","708","38","190","2015"
"31099231780001","Seneca","Empire Energy E&P LLC","23178","00","01","GE","Whiskey Hill","AC","Serven 1     ","Junius","Queenston","12","741","0","0","2015"
"31013152610000","Chautauqua","EnerVest Operating, LLC","15261","00","00","GD","Lakeshore","AC","Garfield 1","Busti","Medina","12","78","0","0","2015"
"31013197040000","Chautauqua","Empire Energy E&P LLC","19704","00","00","GD","Lakeshore","AC","Stewart, R 1","Hanover","Medina","12","1109","0","0","2015"
"31013152500000","Chautauqua","Empire Energy E&P LLC","15250","00","00","GD","Lakeshore","AC","Boehm,M 1","Chautauqua","Medina","5","95","11","0","2015"
"31013226840000","Chautauqua","Libra Petroleum Company","22684","00","00","OD","Busti","AC","Crandall L 38","Busti","Glade","12","3","1","2","2015"
"31003680320000","Allegany","SK Enterprises","68032","00","00","OD","Fulmer Valley","IN","Ewell 5","Wellsville","Fulmer Valley","0","0","0","0","2015"
"31009277230000","Cattaraugus","West River Energy LLC","27723","00","00","OD","Bradford","AC","Andrews 4     ","Portville","Bradford","12","1","0","0","2015"
"31013254790000","Chautauqua","Vertical Energy, Inc.","25479","00","00","GD","Lakeshore","AC","Kamp 1     ","Stockton","Medina","12","544","0","0","2015"
"31013142910000","Chautauqua","Empire Energy E&P LLC","14291","00","00","GD","Lakeshore","AC","Darling,D 2","Ripley","Medina","12","551","0","0","2015"
"31003278670000","Allegany","U S Energy Development Corp.","27867","00","00","OD","Fulmer Valley","AC","Otis Eastern 4-1     ","Andover","Penny & Fulmer Valley","6","331","16","51","2015"
"31009234820000","Cattaraugus","Stevenson, Scott R Jr","23482","00","00","OD","Bradford","AC","Spafford 15     ","Carrollton","Bradford & Chipmunk","3","1","3","3","2015"
"31029202390000","Erie","Cotton Well Drilling Company,  Inc.","20239","00","00","GD","Brant-Eden","AC","Hornburger C&R 3","Eden","Medina","10","140","0","0","2015"
"31121208440000","Wyoming","United States Gypsum Co.","20844","00","00","GD","Danley Corners","AC","Gostomski, E. 2","Bennington","Medina","12","589","5","0","2015"
"31009191390000","Cattaraugus","Empire Energy E&P LLC","19139","00","00","GD","Lakeshore","AC","Shields, R 4","Randolph","Medina","12","867","6","0","2015"
"31101264970000","Steuben","Yahn & Yahn, Inc.","26497","00","00","OD","Beech Hill-Independence","AC","Schultz 7A     ","West Union","Not Applicable","12","500","6","40","2015"
"31003674890000","Allegany","Sturdevant, Walter B.","67489","00","00","OD","Richburg","NR","Sloan 14","Bolivar","Richburg","0","0","0","0","2015"
"31009247140000","Cattaraugus","SWEPI LP","24714","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 4 #35     ","Allegany","Upper Devonian","12","651","40","102","2015"
"31013146270000","Chautauqua","Chautauqua Energy, Inc.","14627","00","00","GD","Lakeshore","AC","Mullard Sr 2","Busti","Medina","12","200","0","0","2015"
"31029277280000","Erie","Field Service, Inc.","27728","00","00","GW","New Field Wildcat","AC","Kidder 2     ","Newstead","Medina","11","3157","0","0","2015"
"31069120420000","Ontario","Rogers, Richard R.","12042","00","00","GD","Vincent","AC","Fee 1","Bristol","Medina","12","1","0","0","2015"
"31013123370000","Chautauqua","Empire Energy E&P LLC","12337","00","00","GD","Lakeshore","AC","Nobbs 1","Portland","Medina","8","82","0","0","2015"
"31011206360000","Cayuga","Minard Run Oil Co.","20636","00","00","GD","West Auburn","AC","Burtless Ray 1044-3","Aurelius","Queenston","6","183","0","0","2015"
"31037206400000","Genesee","United States Gypsum Co.","20640","00","00","GD","Alden-Lancaster","AC","Miller, P. 2","Pembroke","Medina","12","673","1","0","2015"
"31009275240000","Cattaraugus","McCracken Oil & Gas, LLC","27524","00","00","OD","Bradford","AC","Dutka BD-9     ","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","139","10","143","2015"
"31013115910000","Chautauqua","Gemini Oil Company","11591","00","00","OD","Busti","AC","Muntz 15","Busti","Glade","12","3","1","2","2015"
"31101230110000","Steuben","Nathan Petroleum Corp.","23011","00","00","OD","Beech Hill-Independence","AC","Edwards II 14     ","West Union","Fulmer Valley","12","386","1","40","2015"
"31003670450000","Allegany","Barry Resources, Inc.","67045","00","00","IW","Richburg","IN","Coats 3","Bolivar","Waugh & Porter","0","0","0","0","2015"
"31051173750000","Livingston","Lenape Resources, Inc.","17375","00","00","GD","Uhley Corners-Caledonia","AC","Doolittle 166","York","Medina","7","117","10","0","2015"
"31013136740000","Chautauqua","Decker, James K. & Tiffany J.","13674","00","00","OD","Busti","AC","Boswell 11","Busti","Glade","12","1","0","2","2015"
"31029256600001","Erie","U S Energy Development Corp.","25660","00","01","GD","Wales","AC","Hudson 2     ","Wales","Medina","4","49","30","0","2015"
"31121045380000","Wyoming","GFS Energy, Inc.","04538","00","00","GD","Leicester","AC","Leroy Water Works 1","Perry","Medina","9","444","0","0","2015"
"31003552020000","Allegany","SK Enterprises","55202","00","00","OD","Fulmer Valley","AC","Brandes 6","Wellsville","Fulmer Valley","6","0","0","8","2015"
"31003656780000","Allegany","Pine Oil Co.","65678","00","00","OD","Richburg","AC","Pine Oil 23","Genesee","Richburg","6","0","16","4","2015"
"31003657150000","Allegany","Pine Oil Co.","65715","00","00","IW","Richburg","IN","Pine Oil 128","Genesee","Richburg","0","0","0","0","2015"
"31013193550000","Chautauqua","Lenape Resources, Inc.","19355","00","00","GD","Lakeshore","AC","Hearburg 289","Ellery","Medina","12","144","0","0","2015"
"31013104590000","Chautauqua","Empire Energy E&P LLC","10459","00","00","GD","Lakeshore","AC","Belardi 91","Portland","Medina","12","1130","0","0","2015"
"31011213080000","Cayuga","A.D.C.O. Well Services Inc.","21308","00","00","GD","West Auburn","SI","Sanders 1172-1","Fleming","Queenston","0","0","0","0","2015"
"31013248730001","Chautauqua","U S Energy Development Corp.","24873","00","01","GD","Lakeshore","AC","Waterman 1A     ","Villenova","Medina","9","1259","35","0","2015"
